user_id,date,sleep_hours,chronotype,focus_start_hour,deep_work_minutes,meetings_minutes,late_meetings_minutes,breaks_count,avg_break_minutes,context_switches,notifications,steps,stress_level,mood,caffeine_mg,hydration_glasses,productivity_score
U000,2024-01-29,7.759689455028522,evening,13,61,96,31,2,11.502974238975725,31,312,3670,3,3.694924642216457,0,4,0.8672790390964222
U000,2024-01-30,8.05539382259732,evening,12,120,104,72,3,16.82579113232545,32,38,4937,1,3.3466285622128367,23,4,7.733321406776961
U000,2024-01-31,7.424469585528272,evening,13,202,0,31,3,8.90275535452647,24,191,10691,4,3.7796093323698208,206,3,0.20789305598210137
U000,2024-02-01,8.147865087468896,evening,16,141,58,21,6,4.3461374706510085,36,236,4335,5,4.176928159007404,273,3,4.924374315729664
U000,2024-02-02,8.589207799387705,evening,13,177,0,18,0,7.014184470049982,39,170,3676,3,4.061676107083559,132,7,11.093089986021647
U000,2024-02-03,8.32247233245906,evening,12,143,56,18,6,8.579342699767475,28,126,8653,4,4.248983228285059,122,7,9.625547955005626
U000,2024-02-04,8.520734847910205,evening,11,148,70,9,6,11.190277854429421,36,302,7669,2,4.237133686043523,65,4,3.55251246666093
U000,2024-02-05,7.059093787525484,evening,14,104,0,8,4,8.518789792646833,33,70,6111,3,4.017593647641141,73,4,4.989714762304098
U000,2024-02-06,8.040998812275834,evening,11,107,45,1,3,12.591030015057026,26,285,7045,3,5.0,321,6,6.88025219726152
U000,2024-02-07,7.06561988236333,evening,14,35,52,17,2,5.02785511801538,54,48,5994,2,3.272397160488029,56,7,3.2127440099269458
U000,2024-02-08,8.767861717645182,evening,10,125,18,24,6,4.433349915126582,49,106,3992,3,4.1223375349096205,150,6,6.139642963128721
U000,2024-02-09,6.7423900341332486,evening,9,103,52,31,2,17.055250044402648,44,142,9039,2,4.50223738544076,106,8,1.891874504881885
U000,2024-02-10,7.299085524357473,evening,12,79,75,20,1,5.608268256459794,42,111,11651,4,3.274389529843046,168,7,8.181846343216574
U000,2024-02-11,6.723538822567843,evening,14,96,89,45,3,5.160344095915967,26,209,5075,2,3.7073353399457627,64,10,1.0471547105505192
U000,2024-02-12,7.82351931584029,evening,10,105,144,30,5,6.711151959436154,37,162,3257,4,3.126121418293628,121,7,5.146528903566051
U000,2024-02-13,9.539295189462171,evening,12,185,88,20,6,11.688642333091781,27,173,7729,4,3.072775376456614,159,7,5.995673684216613
U000,2024-02-14,6.753281543342535,evening,14,78,212,0,0,9.690710266850463,44,222,5584,2,3.624444116322112,70,5,0.0
U000,2024-02-15,8.2581520229585,evening,13,101,73,11,3,10.139229893285426,29,135,8310,2,3.610759913335459,147,5,2.0775216546756607
U000,2024-02-16,6.991501609632974,evening,14,82,46,11,3,14.593577526240662,30,285,9466,3,4.054328123397735,169,7,9.912098398347458
U000,2024-02-17,5.378169756925839,evening,13,173,56,19,5,3.0,39,82,7866,3,3.7738183218297685,59,6,4.9122610281024714
U000,2024-02-18,7.478238584752489,evening,12,82,151,0,2,13.357696658432987,40,258,4411,3,2.9838647238045777,0,7,0.6343793100205541
U000,2024-02-19,7.299463498961139,evening,11,144,129,0,1,3.0,27,157,5105,3,3.5337364749268683,139,4,2.3127754426180975
U000,2024-02-20,7.241514896813517,evening,14,174,104,0,3,9.568805512036773,18,145,5353,2,2.871649617290732,163,7,8.812740071439917
U000,2024-02-21,6.9504452982209575,evening,13,41,111,47,2,10.944464448597168,26,225,9206,1,2.9621251966757294,79,5,4.5492195357441
U000,2024-02-22,7.228029313748246,evening,13,128,55,41,5,12.111014126081209,38,55,8681,2,2.9553054131652545,355,7,3.276185380248479
U000,2024-02-23,7.943457344292298,evening,14,130,70,39,5,11.748054176012651,9,219,12980,1,3.310326293743957,76,4,5.1869788644869255
U000,2024-02-24,9.023675407081441,evening,12,192,37,32,3,7.291830210741702,39,301,8318,3,3.6615902983468245,179,6,9.7325435811441
U000,2024-02-25,7.100068322639304,evening,12,99,66,31,2,11.99944200137968,39,296,7863,4,3.9259915922130557,157,5,5.877935214156056
U000,2024-02-26,7.308547962235944,evening,12,98,0,43,6,7.172984944173519,16,242,10398,2,3.1450838416338693,243,7,6.754742848106131
U000,2024-02-27,8.930348563224147,evening,12,128,217,37,9,3.0,12,233,8515,1,2.9328826588153953,67,7,0.0
U000,2024-02-28,7.022621832027273,evening,11,0,107,55,3,11.765422226684937,34,155,2296,2,2.1218440213629135,83,6,0.0
U000,2024-02-29,6.388219062573702,evening,12,69,135,0,9,12.117429047691624,33,339,4515,4,3.1379976499356106,142,4,0.0
U000,2024-03-01,6.656308209959455,evening,13,105,204,21,0,5.85251751782185,29,202,8710,1,3.6854199383969073,64,5,1.028024572804591
U000,2024-03-02,8.233957226598601,evening,14,184,41,7,3,6.272221044409119,23,215,13058,3,4.620183281563648,16,9,16.167632506368875
U000,2024-03-03,7.261860564849691,evening,12,142,0,23,0,14.948928986886688,32,102,1007,4,3.602406827800275,89,8,1.6432243422823694
U000,2024-03-04,8.113966764967996,evening,14,105,163,53,2,6.079066454602278,47,246,4976,1,2.5069165531848236,237,4,0.0
U000,2024-03-05,7.524902421358428,evening,10,219,0,15,4,11.411154824948836,18,147,10060,3,4.067393658806874,151,6,8.104184723877873
U000,2024-03-06,6.125202037996058,evening,12,68,180,34,6,3.0,15,237,7622,3,4.2718281550088975,58,3,0.6914450525505057
U000,2024-03-07,9.066418403028852,evening,12,83,180,37,5,11.38357351807281,31,336,9465,1,2.7881273388314076,85,7,0.0
U000,2024-03-08,6.936788095838125,evening,12,122,167,10,3,15.798219048039353,11,207,7725,2,4.307502402997079,314,6,3.2009319890784305
U000,2024-03-09,7.780351485594825,evening,11,104,113,24,2,13.408040707306574,18,117,4401,3,4.1707910622905615,132,8,4.98171381346485
U000,2024-03-10,7.291921340593409,evening,13,118,106,0,0,6.852585958308026,29,159,4309,1,5.0,200,6,4.085248466274557
U000,2024-03-11,6.6359153004832425,evening,12,171,155,8,3,6.940219879935779,24,262,9027,3,3.187430356503694,240,6,0.0
U000,2024-03-12,8.344127127162452,evening,13,93,173,0,2,11.73542000276387,24,363,12750,3,3.762766555071756,278,7,2.9254264752747337
U000,2024-03-13,6.987898106849519,evening,11,148,106,48,4,6.0408488971464624,18,318,10842,2,2.584695527234355,16,8,2.3612942918090423
U000,2024-03-14,8.852536418973338,evening,12,108,81,32,7,5.377657318776329,47,309,6903,2,4.40329476778852,96,5,0.4031282580244643
U000,2024-03-15,6.785937230075098,evening,13,139,85,22,1,17.50912935053576,19,230,5094,3,2.2046630945447694,86,3,6.075759645501054
U000,2024-03-16,7.300743546755474,evening,11,76,120,10,5,10.146824666383337,27,155,2005,2,3.434034794957501,137,8,2.0680458588676705
U000,2024-03-17,7.213203472472544,evening,12,100,180,19,6,11.849272558901712,24,200,10353,2,3.6683659176759646,123,5,5.635296573996324
U000,2024-03-18,6.481142763576391,evening,12,127,0,13,4,10.578073433823471,25,95,9646,2,3.9107922983418,146,4,4.557915723034612
U000,2024-03-19,6.494021932777381,evening,14,128,0,56,6,14.096095312040504,21,135,5593,4,3.667604540819552,164,5,1.4759746225369046
U000,2024-03-20,8.015531967727775,evening,16,108,42,7,2,3.1974697105542704,27,151,3030,3,3.2980430275999737,49,6,11.715934770796546
U000,2024-03-21,8.472397045159255,evening,14,171,155,35,5,17.236538860484576,29,258,3519,3,4.609106163204345,116,9,3.6063771991516194
U000,2024-03-22,8.646389179216838,evening,12,139,75,33,3,13.713630336849196,36,208,6654,3,3.3129973906819075,125,3,5.102044529003888
U000,2024-03-23,6.891181130750359,evening,12,124,5,36,8,9.322737891447408,6,255,7352,2,3.7450346799607055,145,5,5.522224980750145
U000,2024-03-24,7.485019208767188,evening,12,154,174,47,2,9.556975167316567,45,202,7106,4,3.902855584812139,184,3,1.3924104341642367
U000,2024-03-25,6.835618489607136,evening,13,165,53,53,4,7.508348411554885,48,317,7668,3,3.8638251172664315,209,5,5.608103592494754
U000,2024-03-26,7.435324984086246,evening,12,140,58,0,3,7.802020368809671,64,281,8462,2,2.8218099910613814,91,7,4.396575988650478
U000,2024-03-27,6.309262829533499,evening,13,91,123,58,5,3.0,52,135,8043,3,3.7862123982939,0,8,1.2149287040707926
U000,2024-03-28,6.414059226012505,evening,13,153,62,0,4,7.972551203589697,48,293,3840,1,3.5085196793127293,73,9,2.3947797595300555
U000,2024-03-29,7.348162158014408,evening,13,189,124,37,2,12.260694949143993,30,136,5772,4,3.4132198074805338,176,6,7.6197791604749145
U000,2024-03-30,6.721992562075782,evening,11,107,103,3,4,11.811538691493173,5,317,10095,3,4.455413031368899,0,6,6.742977585984478
U001,2024-01-01,8.092635555863303,morning,9,224,140,0,1,5.377732307507562,30,204,7312,3,3.2331618287496857,111,6,8.722814720850636
U001,2024-01-02,7.031977091808185,morning,8,162,65,4,7,8.59651165502119,38,281,12105,3,2.7112039292605603,332,4,4.704375648845496
U001,2024-01-03,6.877171435024812,morning,11,138,0,47,0,16.52778812746554,5,168,7288,2,3.5521155593480236,226,6,6.744785667344423
U001,2024-01-04,7.716443987479197,morning,9,114,91,28,6,4.386011617738345,25,196,6870,2,2.1664194954527978,163,4,9.498564138063678
U001,2024-01-05,8.671285478356562,morning,9,81,52,32,2,8.074825523063257,41,236,6249,3,2.4402132265085594,140,5,9.890985840216901
U001,2024-01-06,7.9962863358742675,morning,6,210,259,21,5,15.482856939017012,35,177,7944,1,3.212313617814393,194,7,1.9604736333220834
U001,2024-01-07,7.380167131945976,morning,8,107,151,0,3,11.547913710899296,20,176,4334,2,3.496060021700327,187,4,3.2426717699128984
U001,2024-01-08,6.103739532568336,morning,7,90,13,1,3,8.509226666809157,50,125,4975,1,4.361372683449737,193,7,1.9798448821102392
U001,2024-01-09,7.0158608718545405,morning,8,79,115,7,6,9.621125555734748,31,237,9127,1,2.44186397318348,43,7,3.775986025908984
U001,2024-01-10,8.79624569833096,morning,9,156,70,49,5,15.188680947627303,42,110,9977,1,4.161294384732035,129,6,2.044236092623849
U001,2024-01-11,7.659461113584951,morning,8,101,179,20,3,6.308244774175812,29,194,8089,3,2.3833558494292424,140,6,8.147836204898226
U001,2024-01-12,7.561529241635199,morning,8,142,61,51,2,5.058255480785202,38,202,8948,2,3.1921600946823254,68,5,6.816728132150455
U001,2024-01-13,7.5396340952459076,morning,7,80,159,10,3,16.077065217884464,48,58,6291,3,4.025888839929611,163,9,3.6419134471408943
U001,2024-01-14,8.334766033934292,morning,8,194,92,0,4,3.0,51,211,10594,3,3.7581725178562775,259,7,5.661761779887499
U001,2024-01-15,7.172501994970976,morning,11,88,21,0,1,9.541104513501217,31,269,6357,4,3.3849374261842504,211,8,5.293331317772309
U001,2024-01-16,7.4085902172045515,morning,6,89,126,1,5,6.096918556308216,34,183,9160,2,4.079579040205066,5,3,5.944674492733618
U001,2024-01-17,7.426149368064628,morning,9,65,109,0,6,5.950546929574141,27,228,8158,2,3.455844380551557,274,4,7.16183718913487
U001,2024-01-18,7.112522758044134,morning,7,197,134,12,6,8.566838686551877,29,236,8234,2,4.552177852669459,183,9,16.859969013712018
U001,2024-01-19,6.594695857675972,morning,10,163,33,23,0,4.659931819685769,48,62,5519,2,2.7210076613139047,87,6,5.405530645955544
U001,2024-01-20,7.389901418076328,morning,10,131,141,11,1,5.339762393328423,43,53,7821,3,2.84564379539394,0,8,11.157138268551137
U001,2024-01-21,7.829536919385016,morning,11,167,63,13,5,3.0,39,294,9298,2,3.4017482563312345,0,7,0.0
U001,2024-01-22,8.312488516416218,morning,9,122,126,29,3,3.6412256976123833,48,172,7975,1,4.5989624095260115,212,3,0.0
U001,2024-01-23,7.834158169750462,morning,8,110,51,7,4,9.725894461636493,60,321,817,3,4.576850743812182,11,4,4.007378355315202
U001,2024-01-24,8.300884430386489,morning,9,154,108,29,4,5.231686994048415,20,123,12374,3,4.137437928164143,280,6,3.5699633476461026
U001,2024-01-25,7.919499581221526,morning,8,117,54,7,1,13.04411134309088,45,223,8362,1,4.237495716381824,64,2,4.987024658894523
U001,2024-01-26,7.753134187927982,morning,9,190,74,35,7,10.659345271428858,20,307,7449,3,2.6380926498541033,0,9,8.991023065487916
U001,2024-01-27,6.968539398884867,morning,8,88,98,0,5,10.907765515971676,52,193,9133,3,4.0044475455373885,97,8,3.479045757463513
U001,2024-01-28,7.15683450771216,morning,8,245,38,16,4,3.0,72,278,8187,2,4.174109638916731,0,9,6.617205828464947
U001,2024-01-29,8.550773934008125,morning,7,113,0,4,3,6.215009716051983,58,166,6851,2,4.003784336013485,99,5,4.106973972632302
U001,2024-01-30,8.642138462519858,morning,11,126,119,0,5,12.78253205421078,24,236,2170,2,2.8825349174863875,157,6,0.0
U001,2024-01-31,6.577621934598954,morning,8,125,79,12,3,16.9518753593629,41,123,10703,3,4.4349636362970735,235,3,7.201441127452149
U001,2024-02-01,7.539751303486306,morning,6,167,53,24,5,7.591218346995188,7,245,5177,3,2.2724619504977928,260,6,10.06014599424593
U001,2024-02-02,7.792585245161685,morning,11,217,56,4,5,12.832036411252403,5,211,3591,4,3.967894551895329,75,4,11.991282513362105
U001,2024-02-03,9.412066950815616,morning,9,128,143,0,4,11.27098912265723,43,244,7158,2,2.7994529305474196,0,7,2.602817662715595
U001,2024-02-04,9.062106267478455,morning,10,71,156,0,3,6.645506562748759,6,323,6908,3,3.324423512901892,63,4,8.62529667802982
U001,2024-02-05,7.105730979837535,morning,7,232,75,0,6,5.853845137028669,41,180,4820,1,4.527636988454243,215,10,6.69787112517844
U001,2024-02-06,7.56406225057384,morning,9,168,173,0,6,7.9930968035920635,40,119,7579,4,2.2514793339590904,182,6,5.4435081021922676
U001,2024-02-07,7.661681194767267,morning,9,124,97,8,4,7.95611527528038,34,260,8631,4,3.3902622259703463,0,5,3.1601015644684036
U001,2024-02-08,6.753743329162831,morning,9,127,118,44,7,10.904334201956152,46,269,10890,1,2.472259474954557,259,4,0.0
U001,2024-02-09,7.5725636374529355,morning,7,195,171,18,3,9.564278970130676,27,186,7824,2,3.333003799452192,108,9,7.115305907261978
U001,2024-02-10,6.7143165936428435,morning,10,131,64,0,2,3.316953342400292,32,141,7538,3,2.865500023173565,0,6,4.859846660728224
U001,2024-02-11,6.7976568799153885,morning,7,91,251,0,4,6.01960357107694,11,267,10841,4,3.688465792586258,118,8,6.505032720039136
U001,2024-02-12,8.765709722274785,morning,10,242,101,19,1,13.399284097002173,28,290,4244,3,3.0056832238757107,66,5,16.05953843184401
U001,2024-02-13,7.624443817421164,morning,6,186,106,0,6,4.7311356988114674,20,32,7190,2,3.8948216062731076,290,3,7.631119024694868
U001,2024-02-14,7.570938033900177,morning,10,131,53,24,2,8.678886799920152,46,192,11107,4,3.0358391663394517,171,6,4.677827113512898
U001,2024-02-15,7.5868917711406105,morning,10,164,140,0,3,11.735577496905867,19,118,10711,2,3.372205628305977,284,5,6.031923436929313
U001,2024-02-16,6.422083145599441,morning,8,116,18,0,2,6.89444408883263,38,308,7744,3,3.0697381682698497,120,7,10.944967580059702
U001,2024-02-17,6.375292310604896,morning,9,184,72,38,2,8.542052366795808,41,75,5727,3,3.61749239088713,246,5,6.845378037900081
U001,2024-02-18,6.941924493615421,morning,8,178,156,16,4,6.863452020963806,38,346,11961,1,3.9446574080945362,256,4,6.723445822006578
U001,2024-02-19,8.831972999948759,morning,7,144,113,6,0,10.53745068058857,51,96,3779,3,2.9370236820351048,128,6,5.878759479417668
U001,2024-02-20,7.791653034125326,morning,9,125,0,0,4,3.0,10,182,7788,1,4.079206009113874,155,3,7.464844073493514
U001,2024-02-21,6.066950767369685,morning,8,171,101,0,2,16.18323224458768,20,281,7015,2,3.4694659716404614,288,4,5.622259370296796
U001,2024-02-22,7.6782851061497,morning,9,71,120,16,3,11.996112081653452,6,42,5777,4,3.5429935932210523,134,8,5.929170996380698
U001,2024-02-23,7.16382900775746,morning,11,173,122,1,5,3.4838539217103186,36,219,10426,4,3.9569984453285207,235,5,5.88446330159433
U001,2024-02-24,7.9211381015133915,morning,10,173,14,0,4,4.332235750803863,19,226,7565,4,3.0583973548611416,79,7,11.884349164400064
U001,2024-02-25,8.976741055457007,morning,6,114,138,28,3,5.220136722607895,24,335,8797,1,1.9500963782951144,184,4,4.509997287182531
U001,2024-02-26,7.234867979041348,morning,7,153,25,24,2,4.820838957856645,18,195,11045,3,4.212586336063424,74,8,8.24431207068543
U001,2024-02-27,6.588281515436426,morning,10,177,191,73,3,13.8638109484225,21,217,3142,5,3.988448259581895,163,4,1.94564310080281
U001,2024-02-28,7.537143728280214,morning,10,132,33,23,4,8.793905246353328,53,95,6021,3,3.8193335877306214,86,3,9.766163971606177
U001,2024-02-29,8.51145023578419,morning,12,133,120,8,5,12.377475778606575,50,307,9223,3,4.34090238325052,101,7,6.785932129001204
U001,2024-03-01,9.118182994438264,morning,10,197,107,0,2,7.811078223819624,40,184,7636,3,4.300907670725219,193,6,11.363043077277089
U001,2024-03-02,7.1782493381086,morning,9,122,124,0,4,4.798231179621894,12,139,8091,2,4.353209237445245,232,4,0.3259857175298464
U001,2024-03-03,6.603486232172044,morning,10,108,100,36,2,7.235557538451863,37,185,8338,2,3.1156398570199175,94,3,5.4284537153806225
U001,2024-03-04,7.732422281320742,morning,8,249,39,0,1,5.739312068507649,41,191,3578,3,5.0,209,7,11.295431647280274
U001,2024-03-05,6.8684405707927825,morning,12,165,221,28,6,10.559291773396444,39,24,11162,4,3.386084988224232,155,6,6.057205622261131
U001,2024-03-06,7.580313068211,morning,10,133,129,29,2,11.590965281420164,40,246,7384,2,4.311737251007031,24,2,7.590578581318056
U001,2024-03-07,7.902936211950978,morning,6,77,70,0,6,3.0,16,121,6698,1,2.1263536302546604,181,8,3.805540873501218
U001,2024-03-08,6.7307303315782026,morning,10,236,124,0,3,9.824526345605697,14,221,7335,3,3.9138157666179527,276,9,5.722432022703427
U001,2024-03-09,9.083477453713144,morning,9,136,27,0,4,14.080484298048964,24,91,1715,4,2.631818720745801,97,5,5.5078549303716
U001,2024-03-10,7.7976425845738255,morning,10,110,99,22,4,7.286252529079259,41,211,5463,2,3.495042058082181,136,9,0.0
U001,2024-03-11,8.962857184545115,morning,9,179,96,0,4,8.922052833269168,66,20,13393,1,2.704512845016839,107,7,10.398502502464876
U001,2024-03-12,8.785807495665708,morning,9,153,26,33,4,3.0,9,328,3814,2,2.5978619402097154,187,4,4.3144285916025344
U001,2024-03-13,7.749732041189917,morning,10,119,19,33,1,9.579643758378591,36,158,6343,4,2.7318592807441426,147,4,14.914728557120416
U001,2024-03-14,7.900921452343894,morning,9,71,6,0,2,15.2439200769901,48,175,6058,2,4.122622449913094,136,7,6.345791385220922
U001,2024-03-15,7.330376809346398,morning,9,130,43,0,4,14.611015878187247,30,325,5150,2,4.535736226202781,134,5,5.816614696986959
U001,2024-03-16,7.645828366762738,morning,8,160,161,0,6,3.0,37,151,9046,4,4.28658300651798,161,6,9.926592242021362
U001,2024-03-17,6.629045277768355,morning,7,114,0,30,8,9.685255987686702,19,120,2044,2,4.77867986033945,228,7,6.7790792572538185
U001,2024-03-18,6.591120342500035,morning,8,184,130,28,3,4.569540776518442,54,168,3884,4,3.087473605335835,116,9,7.215526371199113
U001,2024-03-19,7.1933249014136935,morning,8,103,73,33,0,5.850431657900901,45,20,6218,4,4.9864392565231865,91,5,8.935711433036255
U001,2024-03-20,6.028914284716632,morning,6,68,107,0,6,6.002581846924117,20,219,2877,2,3.4984721924406808,116,8,5.04074086541994
U001,2024-03-21,8.895848604372203,morning,8,64,59,26,6,7.226815248501939,16,126,2015,2,2.6927491807740336,0,1,5.0951964894371855
U001,2024-03-22,6.829061519306494,morning,9,164,117,6,0,3.2523707298978977,10,246,8988,3,3.24253619784496,217,6,9.22857423709236
U001,2024-03-23,7.192795136253451,morning,8,108,55,0,2,4.566968630366626,54,264,9404,1,3.2952644457634266,197,5,1.8229576545193433
U001,2024-03-24,7.860593122860931,morning,10,203,128,0,5,10.426913077702675,5,284,9000,3,4.832899244142182,181,8,10.738594271380784
U001,2024-03-25,6.709211382778229,morning,8,141,87,38,0,9.190812210727591,11,327,9401,3,2.390161997481976,147,6,2.367490826228232
U001,2024-03-26,8.8783788111443,morning,12,110,116,0,2,11.67899403979434,34,267,5566,3,1.7706622433432502,7,4,2.0600999708884182
U001,2024-03-27,8.902758314226315,morning,10,122,34,0,2,7.191676793702946,37,114,3303,2,3.96750985170801,122,6,1.7951095876918028
U001,2024-03-28,8.371272924928483,morning,9,220,89,34,2,11.417268024026146,24,45,5648,2,3.6379764005245194,151,5,2.0793152354383033
U001,2024-03-29,8.14024817719616,morning,10,74,59,32,3,6.942903249796287,58,171,9069,3,3.508965419718116,97,4,7.258161853821413
U001,2024-03-30,7.551229362815239,morning,8,60,53,0,4,4.48543368928105,16,82,9050,3,3.6875176482858345,148,4,5.550044031508982
U002,2024-01-01,6.84071760500996,evening,12,99,199,36,6,9.792423504886195,32,33,4545,3,4.074275573240911,181,6,10.487217297434796
U002,2024-01-02,7.3018421862793,evening,13,248,42,0,4,12.450788053660572,5,246,9422,4,4.797378691375271,20,3,4.463325399277985
U002,2024-01-03,7.633289024396738,evening,9,150,122,3,2,4.401796648811073,17,160,9315,4,4.505143124108859,39,1,7.457325319509538
U002,2024-01-04,7.567502859899293,evening,11,166,218,0,2,7.509680926868855,14,245,5472,4,4.915218684802879,57,3,5.332232573546515
U002,2024-01-05,9.220775726898278,evening,12,179,131,23,6,14.150564417512456,27,221,6335,1,4.488134426883381,30,5,7.081987432627731
U002,2024-01-06,8.90350119998485,evening,12,137,58,0,2,7.088835471748114,56,231,5896,3,4.01697234524495,247,5,7.865782568512083
U002,2024-01-07,8.922926374727393,evening,14,152,38,37,1,3.1338760853335748,38,211,8095,2,2.6961281480815753,144,8,9.215583360244985
U002,2024-01-08,8.975923226197665,evening,12,108,0,45,4,14.803095568149129,33,159,10382,3,2.6409162862234687,256,10,5.538440197541125
U002,2024-01-09,5.850260074492427,evening,14,98,130,10,3,6.0380927263021995,27,71,6753,1,3.8499635739700513,254,5,0.0
U002,2024-01-10,5.378659997892489,evening,13,163,21,45,2,12.592481219667377,16,187,10510,2,3.3237766024674746,76,6,0.3347995873013194
U002,2024-01-11,6.458036722995863,evening,11,94,144,0,1,8.971872886205677,27,72,6691,1,3.356621237631382,188,6,3.761549678727437
U002,2024-01-12,7.001233955549404,evening,12,127,20,20,1,9.832245375455155,30,192,4596,1,4.219456368968333,245,4,0.9729929198002575
U002,2024-01-13,7.438716180331087,evening,13,188,82,39,2,3.0,38,72,9116,4,2.457836769970939,129,7,4.982383693674653
U002,2024-01-14,8.25586358323827,evening,12,125,32,3,4,12.042293302550371,46,191,4282,3,5.0,139,6,9.568673103015538
U002,2024-01-15,6.356975912758636,evening,11,137,0,32,7,12.230369069178593,29,159,7069,2,3.1438429330339566,190,6,3.1593130661007343
U002,2024-01-16,8.249162400910778,evening,11,110,59,16,3,9.560817516662821,36,79,8346,2,3.072079268400639,180,6,8.724740657092246
U002,2024-01-17,4.825550915958257,evening,12,107,24,0,0,12.105012491076344,23,285,6836,4,3.4577616002317555,181,5,0.9839811039302452
U002,2024-01-18,6.891729449832118,evening,12,129,180,29,6,10.818065320334894,25,291,6533,4,3.490696157347595,285,4,4.2085011551258
U002,2024-01-19,7.128280471662533,evening,12,104,80,25,3,6.087263585922958,14,36,7586,3,3.7366427091813517,47,7,6.420950733500744
U002,2024-01-20,9.070100885153082,evening,13,110,122,0,1,8.155900329214136,30,132,6683,3,4.249135274961938,273,4,5.4620764209378345
U002,2024-01-21,7.151684265458991,evening,14,200,70,15,1,8.91080523534607,23,35,8331,2,4.154672543221063,113,4,6.10640864285737
U002,2024-01-22,6.656358707053616,evening,11,30,75,30,9,14.865167206589206,51,191,4171,3,3.0294461301394997,56,6,1.691130658852841
